Station Name,Measurement Timestamp,Air Temperature,Humidity,Barometric Pressure,Measurement ID,Reason for Failure
Foster Weather Station,09/27/2015 02:00:00 PM,19.39,,995.9,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,09/27/2015 03:00:00 PM,19.89,,995.3,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,09/27/2015 04:00:00 PM,19.39,,994.9,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,09/27/2015 05:00:00 PM,19.89,,994.6,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,09/27/2015 06:00:00 PM,19.67,,994.6,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,09/27/2015 07:00:00 PM,19.17,,994.6,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,09/27/2015 08:00:00 PM,19.17,,994.2,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,09/27/2015 09:00:00 PM,19.67,,994.6,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,09/27/2015 10:00:00 PM,19.06,,994.2,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,09/27/2015 11:00:00 PM,19.39,,994.2,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,09/27/2015 12:00:00 AM,19.56,,998.6,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,09/28/2015 01:00:00 AM,21.17,,993.9,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,09/28/2015 02:00:00 AM,21.39,,993.6,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,09/28/2015 03:00:00 AM,21.0,,993.2,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,09/30/2018 12:00:00 PM,15.67,,999.0,,"Missing critical fields: Measurement ID, Humidity"
63rd Street Weather Station,08/02/2019 06:00:00 AM,21.6,,999.3,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,08/02/2019 06:00:00 AM,20.89,,998.6,,"Missing critical fields: Measurement ID, Humidity"
Oak Street Weather Station,08/02/2019 06:00:00 AM,22.1,,1000.1,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,08/02/2019 04:00:00 PM,23.06,,997.3,,"Missing critical fields: Measurement ID, Humidity"
Oak Street Weather Station,08/02/2019 04:00:00 PM,24.1,,998.8,,"Missing critical fields: Measurement ID, Humidity"
Oak Street Weather Station,09/09/2019 09:00:00 AM,19.0,,1001.3,,"Missing critical fields: Measurement ID, Humidity"
63rd Street Weather Station,06/01/2020 10:00:00 AM,19.0,,1002.5,,"Missing critical fields: Measurement ID, Humidity"
Oak Street Weather Station,06/01/2020 10:00:00 AM,19.8,,1002.9,,"Missing critical fields: Measurement ID, Humidity"
63rd Street Weather Station,06/01/2020 05:00:00 PM,23.7,,996.4,,"Missing critical fields: Measurement ID, Humidity"
Oak Street Weather Station,06/01/2020 05:00:00 PM,23.8,,996.5,,"Missing critical fields: Measurement ID, Humidity"
63rd Street Weather Station,06/01/2020 07:00:00 PM,23.9,,994.5,,"Missing critical fields: Measurement ID, Humidity"
Oak Street Weather Station,06/01/2020 07:00:00 PM,24.2,,994.8,,"Missing critical fields: Measurement ID, Humidity"
63rd Street Weather Station,06/02/2020 12:00:00 AM,21.3,,993.9,,"Missing critical fields: Measurement ID, Humidity"
Oak Street Weather Station,06/02/2020 12:00:00 AM,22.0,,994.1,,"Missing critical fields: Measurement ID, Humidity"
63rd Street Weather Station,10/13/2020 10:00:00 PM,16.3,,994.6,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,10/13/2020 10:00:00 PM,15.0,,993.6,,"Missing critical fields: Measurement ID, Humidity"
Oak Street Weather Station,10/13/2020 10:00:00 PM,16.4,,995.4,,"Missing critical fields: Measurement ID, Humidity"
63rd Street Weather Station,10/13/2020 11:00:00 PM,15.3,,995.1,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,10/13/2020 11:00:00 PM,13.89,,994.2,,"Missing critical fields: Measurement ID, Humidity"
Oak Street Weather Station,10/13/2020 11:00:00 PM,15.5,,995.8,,"Missing critical fields: Measurement ID, Humidity"
63rd Street Weather Station,10/14/2020 05:00:00 AM,10.6,,994.7,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,10/14/2020 05:00:00 AM,10.89,,993.6,,"Missing critical fields: Measurement ID, Humidity"
Oak Street Weather Station,10/14/2020 05:00:00 AM,13.8,,995.3,,"Missing critical fields: Measurement ID, Humidity"
Oak Street Weather Station,06/13/2021 01:00:00 AM,22.4,,992.6,,"Missing critical fields: Measurement ID, Humidity"
63rd Street Weather Station,09/28/2021 10:00:00 PM,18.6,,994.4,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,09/28/2021 10:00:00 PM,17.89,,993.9,,"Missing critical fields: Measurement ID, Humidity"
63rd Street Weather Station,09/28/2021 11:00:00 PM,18.9,,994.4,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,09/28/2021 11:00:00 PM,18.0,,993.6,,"Missing critical fields: Measurement ID, Humidity"
Oak Street Weather Station,09/28/2021 10:00:00 PM,18.3,,995.5,,"Missing critical fields: Measurement ID, Humidity"
63rd Street Weather Station,09/29/2021 12:00:00 AM,18.8,,994.5,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,09/29/2021 12:00:00 AM,17.89,,993.9,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,09/09/2019 11:00:00 AM,18.06,,1000.0,,"Missing critical fields: Measurement ID, Humidity"
Oak Street Weather Station,09/29/2021 12:00:00 AM,18.5,,995.6,,"Missing critical fields: Measurement ID, Humidity"
63rd Street Weather Station,01/03/2022 02:00:00 PM,-5.4,,1004.0,,"Missing critical fields: Measurement ID, Humidity"
63rd Street Weather Station,09/30/2018 01:00:00 PM,19.6,,999.0,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,09/28/2015 04:00:00 AM,20.5,,993.2,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,09/28/2015 05:00:00 AM,20.5,,993.2,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,09/28/2015 06:00:00 AM,20.28,,993.2,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,09/28/2015 07:00:00 AM,20.28,,993.9,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,09/28/2015 08:00:00 AM,20.28,,994.2,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,09/28/2015 09:00:00 AM,20.39,,994.2,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,09/28/2015 10:00:00 AM,21.39,,994.2,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,09/28/2015 11:00:00 AM,22.5,,993.9,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,09/28/2015 12:00:00 PM,21.0,,993.6,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,09/28/2015 01:00:00 PM,21.0,,992.9,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,09/28/2015 03:00:00 PM,21.67,,991.2,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,09/28/2015 04:00:00 PM,22.0,,991.2,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,09/28/2015 05:00:00 PM,21.0,,991.2,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,09/28/2015 06:00:00 PM,20.56,,991.2,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,09/28/2015 07:00:00 PM,20.39,,991.2,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,09/28/2015 08:00:00 PM,20.39,,991.5,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,09/28/2015 09:00:00 PM,22.17,,991.9,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,09/28/2015 10:00:00 PM,21.67,,991.9,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,09/28/2015 11:00:00 PM,21.28,,991.5,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,09/28/2015 12:00:00 AM,19.67,,994.2,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,09/29/2015 01:00:00 AM,22.39,,991.2,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,09/29/2015 02:00:00 AM,22.17,,991.2,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,09/29/2015 03:00:00 AM,21.28,,990.5,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,09/29/2015 04:00:00 AM,20.78,,990.5,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,09/29/2015 05:00:00 AM,20.5,,990.9,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,09/29/2015 06:00:00 AM,17.56,,991.2,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,09/29/2015 08:00:00 AM,16.17,,992.6,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,09/29/2015 10:00:00 AM,15.39,,994.9,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,09/29/2015 11:00:00 AM,15.0,,994.9,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,09/29/2015 12:00:00 PM,16.28,,995.3,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,09/29/2015 01:00:00 PM,16.89,,994.9,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,09/29/2015 02:00:00 PM,16.67,,994.6,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,09/29/2015 03:00:00 PM,16.56,,994.6,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,09/29/2015 04:00:00 PM,16.56,,994.6,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,09/29/2015 05:00:00 PM,16.28,,995.3,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,09/29/2015 06:00:00 PM,15.67,,995.3,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,09/29/2015 07:00:00 PM,15.39,,995.9,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,09/29/2015 08:00:00 PM,15.17,,996.6,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,09/30/2018 01:00:00 PM,15.39,,998.6,,"Missing critical fields: Measurement ID, Humidity"
63rd Street Weather Station,08/02/2019 05:00:00 PM,23.5,,997.7,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,08/02/2019 05:00:00 PM,23.06,,997.3,,"Missing critical fields: Measurement ID, Humidity"
Oak Street Weather Station,08/02/2019 05:00:00 PM,23.7,,998.7,,"Missing critical fields: Measurement ID, Humidity"
63rd Street Weather Station,08/02/2019 06:00:00 PM,23.6,,997.4,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,08/02/2019 06:00:00 PM,23.28,,997.0,,"Missing critical fields: Measurement ID, Humidity"
Oak Street Weather Station,08/02/2019 06:00:00 PM,23.5,,998.1,,"Missing critical fields: Measurement ID, Humidity"
63rd Street Weather Station,08/02/2019 07:00:00 PM,23.3,,997.0,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,08/02/2019 07:00:00 PM,22.89,,996.6,,"Missing critical fields: Measurement ID, Humidity"
Oak Street Weather Station,08/02/2019 07:00:00 PM,23.3,,997.9,,"Missing critical fields: Measurement ID, Humidity"
63rd Street Weather Station,08/02/2019 08:00:00 PM,22.9,,997.4,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,08/02/2019 08:00:00 PM,22.28,,996.6,,"Missing critical fields: Measurement ID, Humidity"
Oak Street Weather Station,08/02/2019 08:00:00 PM,22.9,,998.1,,"Missing critical fields: Measurement ID, Humidity"
63rd Street Weather Station,08/02/2019 09:00:00 PM,22.6,,997.7,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,08/02/2019 09:00:00 PM,22.17,,997.0,,"Missing critical fields: Measurement ID, Humidity"
Oak Street Weather Station,08/02/2019 09:00:00 PM,23.0,,998.4,,"Missing critical fields: Measurement ID, Humidity"
63rd Street Weather Station,08/02/2019 10:00:00 PM,22.5,,997.8,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,08/02/2019 10:00:00 PM,21.28,,997.3,,"Missing critical fields: Measurement ID, Humidity"
Oak Street Weather Station,08/02/2019 10:00:00 PM,23.4,,998.8,,"Missing critical fields: Measurement ID, Humidity"
63rd Street Weather Station,08/02/2019 11:00:00 PM,22.3,,998.0,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,08/02/2019 11:00:00 PM,21.17,,997.3,,"Missing critical fields: Measurement ID, Humidity"
Oak Street Weather Station,08/02/2019 11:00:00 PM,23.2,,998.9,,"Missing critical fields: Measurement ID, Humidity"
63rd Street Weather Station,08/03/2019 01:00:00 AM,22.1,,997.8,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,08/03/2019 01:00:00 AM,20.67,,997.3,,"Missing critical fields: Measurement ID, Humidity"
Oak Street Weather Station,08/03/2019 01:00:00 AM,23.0,,998.4,,"Missing critical fields: Measurement ID, Humidity"
63rd Street Weather Station,08/03/2019 02:00:00 AM,22.0,,997.5,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,08/03/2019 02:00:00 AM,20.89,,997.0,,"Missing critical fields: Measurement ID, Humidity"
Oak Street Weather Station,08/03/2019 02:00:00 AM,23.4,,998.1,,"Missing critical fields: Measurement ID, Humidity"
63rd Street Weather Station,08/03/2019 03:00:00 AM,22.0,,997.3,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,08/03/2019 03:00:00 AM,20.56,,996.6,,"Missing critical fields: Measurement ID, Humidity"
Oak Street Weather Station,08/03/2019 03:00:00 AM,22.7,,998.0,,"Missing critical fields: Measurement ID, Humidity"
63rd Street Weather Station,08/03/2019 04:00:00 AM,21.4,,997.5,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,08/03/2019 04:00:00 AM,20.78,,997.0,,"Missing critical fields: Measurement ID, Humidity"
Oak Street Weather Station,08/03/2019 04:00:00 AM,23.5,,998.2,,"Missing critical fields: Measurement ID, Humidity"
63rd Street Weather Station,08/03/2019 06:00:00 AM,22.0,,997.3,,"Missing critical fields: Measurement ID, Humidity"
63rd Street Weather Station,09/30/2018 02:00:00 PM,17.5,,998.5,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,09/30/2018 02:00:00 PM,15.0,,998.3,,"Missing critical fields: Measurement ID, Humidity"
63rd Street Weather Station,09/30/2018 03:00:00 PM,17.1,,998.4,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,09/30/2018 03:00:00 PM,15.06,,998.3,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,09/29/2015 09:00:00 PM,15.0,,997.3,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,09/29/2015 10:00:00 PM,15.17,,997.3,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,09/29/2015 11:00:00 PM,15.28,,997.3,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,09/29/2015 12:00:00 AM,22.28,,991.5,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,09/30/2015 01:00:00 AM,14.39,,997.3,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,09/30/2015 02:00:00 AM,14.06,,997.6,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,09/30/2015 03:00:00 AM,14.0,,997.3,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,09/30/2015 04:00:00 AM,13.67,,997.6,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,09/30/2015 05:00:00 AM,13.5,,998.0,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,09/30/2015 06:00:00 AM,13.56,,998.3,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,09/30/2015 07:00:00 AM,13.78,,999.0,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,09/30/2015 08:00:00 AM,14.06,,999.7,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,09/30/2015 09:00:00 AM,14.28,,1000.0,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,09/30/2015 10:00:00 AM,14.17,,1000.7,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,09/30/2015 11:00:00 AM,14.06,,1000.7,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,09/30/2015 12:00:00 PM,14.0,,1001.0,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,09/30/2015 01:00:00 PM,13.89,,1001.0,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,09/30/2015 02:00:00 PM,13.67,,1000.7,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,09/30/2015 03:00:00 PM,14.0,,1000.3,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,09/30/2015 04:00:00 PM,14.0,,1000.0,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,09/30/2015 05:00:00 PM,14.0,,1000.0,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,09/30/2015 06:00:00 PM,14.06,,1000.3,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,09/30/2015 07:00:00 PM,14.17,,1000.3,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,09/30/2015 08:00:00 PM,14.67,,1000.3,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,09/30/2015 09:00:00 PM,15.17,,1000.7,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,09/30/2015 10:00:00 PM,15.28,,1000.7,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,09/30/2015 11:00:00 PM,14.0,,1001.4,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,09/30/2015 12:00:00 AM,14.89,,997.6,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,10/01/2015 01:00:00 AM,12.89,,1001.7,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,10/01/2015 02:00:00 AM,12.78,,1001.7,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,10/01/2015 03:00:00 AM,12.78,,1001.7,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,10/01/2015 04:00:00 AM,13.0,,1001.7,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,10/01/2015 05:00:00 AM,13.0,,1001.7,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,10/01/2015 06:00:00 AM,12.89,,1002.0,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,10/01/2015 07:00:00 AM,12.78,,1002.4,,"Missing critical fields: Measurement ID, Humidity"
63rd Street Weather Station,09/30/2018 04:00:00 PM,17.0,,998.4,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,09/30/2018 04:00:00 PM,15.17,,998.0,,"Missing critical fields: Measurement ID, Humidity"
63rd Street Weather Station,08/03/2019 12:00:00 AM,22.1,,998.2,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,08/03/2019 12:00:00 AM,20.89,,997.3,,"Missing critical fields: Measurement ID, Humidity"
Oak Street Weather Station,08/03/2019 12:00:00 AM,23.3,,998.8,,"Missing critical fields: Measurement ID, Humidity"
63rd Street Weather Station,08/03/2019 05:00:00 AM,21.3,,997.4,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,08/03/2019 05:00:00 AM,20.06,,996.6,,"Missing critical fields: Measurement ID, Humidity"
Oak Street Weather Station,08/03/2019 05:00:00 AM,22.7,,997.9,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,08/03/2019 06:00:00 AM,20.28,,997.0,,"Missing critical fields: Measurement ID, Humidity"
Oak Street Weather Station,08/03/2019 06:00:00 AM,23.7,,998.2,,"Missing critical fields: Measurement ID, Humidity"
Oak Street Weather Station,03/24/2020 10:00:00 AM,3.3,,998.7,,"Missing critical fields: Measurement ID, Humidity"
Oak Street Weather Station,03/24/2020 11:00:00 AM,3.6,,998.7,,"Missing critical fields: Measurement ID, Humidity"
Oak Street Weather Station,03/24/2020 02:00:00 PM,3.9,,997.3,,"Missing critical fields: Measurement ID, Humidity"
Oak Street Weather Station,03/24/2020 05:00:00 PM,4.7,,995.8,,"Missing critical fields: Measurement ID, Humidity"
Oak Street Weather Station,03/24/2020 06:00:00 PM,4.0,,995.7,,"Missing critical fields: Measurement ID, Humidity"
Oak Street Weather Station,03/24/2020 07:00:00 PM,4.6,,995.6,,"Missing critical fields: Measurement ID, Humidity"
Oak Street Weather Station,03/25/2020 01:00:00 AM,3.9,,993.8,,"Missing critical fields: Measurement ID, Humidity"
Oak Street Weather Station,03/25/2020 03:00:00 AM,5.0,,993.5,,"Missing critical fields: Measurement ID, Humidity"
Oak Street Weather Station,03/25/2020 04:00:00 AM,3.8,,993.0,,"Missing critical fields: Measurement ID, Humidity"
Oak Street Weather Station,03/25/2020 05:00:00 AM,4.3,,993.1,,"Missing critical fields: Measurement ID, Humidity"
Oak Street Weather Station,03/25/2020 07:00:00 AM,4.0,,993.8,,"Missing critical fields: Measurement ID, Humidity"
Oak Street Weather Station,03/25/2020 08:00:00 AM,5.5,,993.9,,"Missing critical fields: Measurement ID, Humidity"
Oak Street Weather Station,03/25/2020 09:00:00 AM,6.0,,993.5,,"Missing critical fields: Measurement ID, Humidity"
Oak Street Weather Station,03/25/2020 11:00:00 AM,8.2,,993.4,,"Missing critical fields: Measurement ID, Humidity"
Oak Street Weather Station,03/25/2020 12:00:00 PM,9.9,,992.8,,"Missing critical fields: Measurement ID, Humidity"
Oak Street Weather Station,03/25/2020 03:00:00 PM,14.9,,991.6,,"Missing critical fields: Measurement ID, Humidity"
Oak Street Weather Station,03/25/2020 05:00:00 PM,14.2,,990.4,,"Missing critical fields: Measurement ID, Humidity"
Oak Street Weather Station,03/25/2020 06:00:00 PM,12.9,,990.3,,"Missing critical fields: Measurement ID, Humidity"
Oak Street Weather Station,03/25/2020 11:00:00 PM,13.4,,987.6,,"Missing critical fields: Measurement ID, Humidity"
Oak Street Weather Station,03/26/2020 03:00:00 AM,11.5,,987.7,,"Missing critical fields: Measurement ID, Humidity"
Oak Street Weather Station,03/26/2020 04:00:00 AM,10.8,,987.7,,"Missing critical fields: Measurement ID, Humidity"
Oak Street Weather Station,03/26/2020 05:00:00 AM,10.8,,987.2,,"Missing critical fields: Measurement ID, Humidity"
Oak Street Weather Station,03/26/2020 07:00:00 AM,10.4,,988.7,,"Missing critical fields: Measurement ID, Humidity"
Oak Street Weather Station,03/26/2020 08:00:00 AM,10.7,,989.6,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,01/03/2022 02:00:00 PM,-5.56,,1003.0,,"Missing critical fields: Measurement ID, Humidity"
63rd Street Weather Station,09/30/2018 05:00:00 PM,16.8,,998.7,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,10/01/2015 08:00:00 AM,12.78,,1002.7,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,10/01/2015 12:00:00 AM,13.28,,1001.4,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,10/02/2015 07:00:00 AM,12.28,,1004.4,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,10/02/2015 09:00:00 AM,12.06,,1004.7,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,10/02/2015 10:00:00 AM,11.89,,1005.1,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,10/02/2015 11:00:00 AM,12.0,,1005.1,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,10/02/2015 12:00:00 PM,12.28,,1005.1,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,10/02/2015 01:00:00 PM,12.67,,1004.7,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,10/02/2015 02:00:00 PM,13.39,,1004.1,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,10/02/2015 03:00:00 PM,14.28,,1003.4,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,10/02/2015 04:00:00 PM,14.78,,1003.0,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,10/02/2015 05:00:00 PM,15.17,,1003.0,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,10/02/2015 06:00:00 PM,15.0,,1002.7,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,10/02/2015 07:00:00 PM,14.89,,1002.7,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,10/02/2015 08:00:00 PM,14.17,,1002.7,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,10/02/2015 09:00:00 PM,13.17,,1003.0,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,10/02/2015 10:00:00 PM,12.17,,1003.4,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,10/03/2015 01:00:00 AM,11.39,,1002.0,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,10/03/2015 02:00:00 AM,11.17,,1001.7,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,10/03/2015 03:00:00 AM,11.28,,1001.4,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,10/03/2015 04:00:00 AM,11.17,,1001.4,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,10/03/2015 05:00:00 AM,10.89,,1000.7,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,10/03/2015 06:00:00 AM,10.56,,1000.7,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,10/03/2015 07:00:00 AM,10.5,,1000.3,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,10/03/2015 08:00:00 AM,10.67,,1000.3,,"Missing critical fields: Measurement ID, Humidity"
